entity,hypernym,neg_hypernym,depth,level,pageviews,go_id,parent_id,namespace
SLIK (SAGA-like) complex,SAGA-type complex,deoxynucleoside kinase activity,7,5,2.95e-08,GO:0046695,GO:0070461,cellular_component
positive regulation of timing of catagen,regulation of timing of catagen,sensory perception of mechanical stimulus,7,5,9.77e-05,GO:0051795,GO:0051794,biological_process
gibberellin metabolic process,diterpenoid metabolic process,regulation of cell fate specification,8,5,2.95e-08,GO:0009685,GO:0016101,biological_process
negative regulation of myeloid cell apoptotic process,regulation of myeloid cell apoptotic process,regulation of protection from non-homologous end joining at telomere,8,5,6.17e-05,GO:0033033,GO:0033032,biological_process
negative regulation of erythrophore differentiation,negative regulation of pigment cell differentiation,histone H3K79 methyltransferase activity,7,5,6.17e-05,GO:0048779,GO:0050941,biological_process
negative regulation of iron ion transmembrane transport,regulation of iron ion transmembrane transport,nuclear body,8,5,6.17e-05,GO:0034760,GO:0034759,biological_process
positive regulation of 3'-UTR-mediated mRNA stabilization,positive regulation of gene expression,positive regulation of dipeptide transport,7,5,9.77e-05,GO:1905870,GO:0010628,biological_process
L-homoserine biosynthetic process,serine family amino acid biosynthetic process,negative regulation of cellular component organization,8,5,1.78e-08,GO:0009090,GO:0009070,biological_process
negative regulation of collagen biosynthetic process,negative regulation of biosynthetic process,regulation of fatty acid metabolic process,8,5,6.17e-05,GO:0032966,GO:0009890,biological_process
regulation of transcription from RNA polymerase II promoter by galactose,carbon catabolite regulation of transcription from RNA polymerase II promoter,regulation of cell fate specification,8,5,2.4e-05,GO:0000431,GO:0000429,biological_process
UDP-alpha-D-glucose biosynthetic process,UDP-alpha-D-glucose metabolic process,regulation of relaxation of cardiac muscle,7,5,4.96e-07,GO:0120530,GO:0006011,biological_process
positive regulation of L-threonine import across plasma membrane,positive regulation of amino acid transport,antimicrobial peptide secretion,7,5,9.77e-05,GO:1900928,GO:0051957,biological_process
lipoxin B4 metabolic process,long-chain fatty acid metabolic process,regulation of microtubule cytoskeleton organization,7,5,0.0,GO:2001304,GO:0001676,biological_process
negative regulation of relaxation of cardiac muscle,regulation of relaxation of cardiac muscle,pyrimidine ribonucleoside diphosphate biosynthetic process,7,5,6.17e-05,GO:1901898,GO:1901897,biological_process
negative regulation of dendritic spine morphogenesis,regulation of dendritic spine morphogenesis,cellular response to light stimulus,7,5,6.17e-05,GO:0061002,GO:0061001,biological_process
positive regulation of peripheral B cell deletion,regulation of peripheral B cell deletion,sno(s)RNA processing,8,5,9.77e-05,GO:0002910,GO:0002908,biological_process
positive regulation of short-term neuronal synaptic plasticity,regulation of short-term neuronal synaptic plasticity,apoptotic process involved in development,7,5,9.77e-05,GO:0048173,GO:0048172,biological_process
leaf phyllotactic patterning,phyllotactic patterning,protein localization to synapse,7,5,1.66e-05,GO:0060772,GO:0060771,biological_process
regulation of type II interferon-mediated signaling pathway,regulation of response to type II interferon,positive regulation of astrocyte differentiation,7,5,2.4e-05,GO:0060334,GO:0060330,biological_process
benzylpenicillin biosynthetic process,benzylpenicillin metabolic process,positive regulation of intracellular signal transduction,7,5,2.29e-08,GO:1901088,GO:1901086,biological_process
extracellularly glutamate-gated chloride channel activity,extracellularly glutamate-gated ion channel activity,regulation of ephrin receptor signaling pathway,8,5,1.51e-08,GO:0008068,GO:0005234,molecular_function
positive regulation of isotype switching to IgE isotypes,regulation of isotype switching to IgE isotypes,positive regulation of blood vessel endothelial cell differentiation,7,5,9.77e-05,GO:0048295,GO:0048293,biological_process
positive regulation of timing of catagen,positive regulation of hair follicle maturation,protein localization to nucleus,7,5,9.77e-05,GO:0051795,GO:0048818,biological_process
positive regulation of dipeptide transmembrane transport,positive regulation of dipeptide transport,peptide hormone secretion,7,5,9.77e-05,GO:2001150,GO:2000880,biological_process
maintenance of CRISPR repeat elements,maintenance of DNA repeat elements,positive regulation of hair follicle maturation,8,5,3.55e-05,GO:0043571,GO:0043570,biological_process
regulation of microtubule anchoring at centrosome,regulation of microtubule cytoskeleton organization,regulation of B cell receptor signaling pathway,7,5,2.4e-05,GO:0150101,GO:0070507,biological_process
peptidyl-threonine phosphorylation,peptidyl-threonine modification,mitochondrial RNA processing,8,5,2.55e-08,GO:0018107,GO:0018210,biological_process
ganglioside GM3 binding,monocarboxylic acid binding,intermembrane lipid transfer,7,5,1.62e-08,GO:1905575,GO:0033293,molecular_function
phenylalanine racemase (ATP-hydrolyzing) activity,amino-acid racemase activity,positive regulation of gene expression,7,5,1.95e-07,GO:0047462,GO:0047661,molecular_function
regulation of Rap protein signal transduction,regulation of small GTPase mediated signal transduction,protein localization to synapse,8,5,2.4e-05,GO:0032487,GO:0051056,biological_process
positive regulation of timing of exogen,positive regulation of hair follicle maturation,protein O-linked glycosylation,7,5,9.77e-05,GO:0051888,GO:0048818,biological_process
type 5 neuropeptide Y receptor binding,neuropeptide Y receptor binding,positive regulation of cytokinesis,8,5,0.000186,GO:0031845,GO:0031841,molecular_function
anterograde axonal transport,axonal transport,negative regulation of pigment cell differentiation,8,5,7.59e-08,GO:0008089,GO:0098930,biological_process
DNA-templated transcription,RNA biosynthetic process,positive regulation of supramolecular fiber organization,8,5,7.06e-08,GO:0006351,GO:0032774,biological_process
negative regulation of heterotypic cell-cell adhesion,negative regulation of cell-cell adhesion,regulation of G protein-coupled receptor signaling pathway,8,5,6.17e-05,GO:0034115,GO:0022408,biological_process
kinetochore disassembly,organelle disassembly,negative regulation of response to biotic stimulus,7,5,2.75e-08,GO:0062096,GO:1903008,biological_process
intestinal type D enteroendocrine cell differentiation,neuroendocrine cell differentiation,regulation of G protein-coupled receptor signaling pathway,7,5,2.09e-06,GO:7770025,GO:0061101,biological_process
positive regulation of T-helper 17 cell lineage commitment,regulation of T-helper 17 cell lineage commitment,CoA-ligase activity,7,5,9.77e-05,GO:2000330,GO:2000328,biological_process
regulation of canonical Wnt signaling pathway,regulation of Wnt signaling pathway,pyrophosphatase activity,7,5,2.4e-05,GO:0060828,GO:0030111,biological_process
positive regulation of synaptic vesicle endocytosis,positive regulation of synaptic vesicle recycling,amino acid neurotransmitter reuptake,7,5,9.77e-05,GO:1900244,GO:1903423,biological_process
pyruvate fermentation to propionate,succinate metabolic process,regulation of meiosis I,8,5,2.95e-07,GO:0019657,GO:0006105,biological_process
negative regulation of cellular respiration,negative regulation of metabolic process,regulation of smooth muscle tissue development,7,5,6.17e-05,GO:1901856,GO:0009892,biological_process
positive regulation of astrocyte activation,positive regulation of astrocyte differentiation,positive regulation of odontogenesis,7,5,9.77e-05,GO:0061890,GO:0048711,biological_process
intermembrane phospholipid transfer,intermembrane lipid transfer,regulation of relaxation of cardiac muscle,7,5,1.35e-08,GO:0120010,GO:0120009,biological_process
perillic acid-CoA ligase (AMP-forming) activity,CoA-ligase activity,positive regulation of hair follicle maturation,7,5,0.0,GO:0052686,GO:0016405,molecular_function
negative regulation of protein localization to ciliary membrane,negative regulation of protein localization to cilium,protein localization to synapse,7,5,6.17e-05,GO:1903568,GO:1903565,biological_process
regulation of meiosis I spindle assembly checkpoint,regulation of meiosis I,regulation of fatty acid metabolic process,7,5,2.4e-05,GO:1905325,GO:0060631,biological_process
exon-exon junction complex disassembly,protein-containing complex disassembly,positive regulation of amino acid transport,7,5,1.77e-07,GO:1903259,GO:0032984,biological_process
regulation of aflatoxin biosynthetic process,regulation of small molecule metabolic process,symbiont-mediated suppression of host synaptic transmission,7,5,2.4e-05,GO:1900177,GO:0062012,biological_process
putrescine biosynthetic process,polyamine biosynthetic process,regulation of timing of catagen,8,5,2.57e-08,GO:0009446,GO:0006596,biological_process
serine C-palmitoyltransferase activity,C-palmitoyltransferase activity,regulation of catabolic process,8,5,4.37e-07,GO:0004758,GO:0016454,molecular_function
"snoRNA 2,2,7-trimethylguanosine (TMG) capping",sno(s)RNA processing,regulation of lipoprotein transport,7,5,1.7e-08,GO:0180031,GO:0043144,biological_process
regulation of neutrophil mediated killing of gram-positive bacterium,regulation of neutrophil mediated killing of bacterium,positive regulation of relaxation of muscle,7,5,2.4e-05,GO:0070952,GO:0070950,biological_process
negative regulation of axonogenesis,negative regulation of neurogenesis,response to high light intensity,7,5,6.17e-05,GO:0050771,GO:0050768,biological_process
antifungal peptide secretion,antimicrobial peptide secretion,L-amino acid biosynthetic process,8,5,3.24e-07,GO:0002782,GO:0002776,biological_process
positive regulation of Schwann cell proliferation,regulation of Schwann cell proliferation,apoptotic process involved in morphogenesis,8,5,9.77e-05,GO:0010625,GO:0010624,biological_process
glycyrrhizinate beta-glucuronidase activity,glucuronidase activity,protein-containing complex assembly,7,5,0.0,GO:0047967,GO:0046574,molecular_function
positive regulation of metanephric DCT cell differentiation,positive regulation of cell differentiation,regulation of peripheral T cell tolerance induction,7,5,9.77e-05,GO:2000594,GO:0045597,biological_process
negative regulation of endothelial cell chemotaxis,negative regulation of endothelial cell migration,regulation of response to endoplasmic reticulum stress,7,5,6.17e-05,GO:2001027,GO:0010596,biological_process
positive regulation of proteolysis associated with antigen processing and presentation,positive regulation of protein catabolic process,organelle disassembly,8,5,9.77e-05,GO:0002630,GO:0045732,biological_process
symbiont-mediated suppression of host ethylene-mediated defense response,symbiont-mediated modulation of host ethylene-mediated defense response,positive regulation of nervous system process,7,5,1.16e-07,GO:0052005,GO:0052084,biological_process
positive regulation of early endosome to late endosome transport,positive regulation of intracellular transport,negative regulation of endothelial cell migration,7,5,9.77e-05,GO:2000643,GO:0032388,biological_process
